Title,Sub-category,Category,Author,Seller Name,Current Price,Origin Price,Review Rating,Sales,Publisher,Paper Size,Cover Type,Num Pages
Doanh Nghiệp Siêu Nhỏ (for Dummies),Sách khởi nghiệp,Sách kinh tế,Paul Mladjenovic,Nhà sách Fahasa,139.500 ₫,219.000 ₫,5,18, Nhà Xuất Bản Công Thương, 18.7 x 23.5 cm, Bìa mềm,512
Luận Ngữ Và Bàn Tính,"Sách quản trị, lãnh đạo",Sách kinh tế,Shibusawa Eiichi,Tiki Trading,104.000 ₫,160.000 ₫,4.7,706, Nhà Xuất Bản Thế Giới, 14 x 20.5 cm, Bìa cứng,354
"Đổi Mới Từ Cốt Lõi, Thay Đổi Để Dẫn Đầu",Sách quản trị nhân lực,Sách kinh tế,Natalie Turner,Tiki Trading,70.500 ₫,150.000 ₫,4.8,86, Nhà Xuất Bản Thế Giới, 14 x 20.5 cm, Bìa mềm,292
Marketing Trong Cuộc Cách Mạng Công Nghệ 4.0,Sách kỹ năng làm việc,Sách kinh tế,Philip Kotler,Tiki Trading,55.000 ₫,110.000 ₫,4.1,1000+,Công ty phát hành 1980 Books, 14 x 20.5 cm, Bìa mềm,232
Tư Duy Khác Biệt Của Người Giàu,Sách kinh tế học,Sách kinh tế,Hiromi Wada,Bookslife,45.000 ₫,75.000 ₫,5,13, Nhà Xuất Bản Thế Giới, 13 x 20 cm, Bìa mềm,132
Quản Lý Dự Án Hiệu Quả Theo Phong Cách Người Nhật,Sách kỹ năng làm việc,Sách kinh tế,Hidenori Shibamoto,Tiki Trading,55.000 ₫,110.000 ₫,4.8,307,Công ty phát hành 1980 Books, 13 x 20 cm, Bìa mềm,284
"Kể Chuyện Hay, Dựng Nghiệp Lớn (Công Thức Xây Dựng Câu Chuyện Thương Hiệu Từ 30 Nhà Sáng Lập Lừng Danh)",Sách khởi nghiệp,Sách kinh tế,Lyn Graft,Tiki Trading,129.500 ₫,185.000 ₫,4.9,148, Nhà Xuất Bản Dân Trí, 15 x 21 cm, Bìa mềm,272
Ngân Hàng Biết Tìm Khách Hàng Ở Đâu?,Sách kỹ năng làm việc,Sách kinh tế,Trịnh Minh Thảo,Nhà sách Fahasa,141.700 ₫,159.000 ₫,4.9,76, Nhà Xuất Bản Hồng Đức, 14.5 x 20.5 cm, Bìa gập,228
Công dân Coke - Bí mật về chuỗi cung ứng của Coca-Cola,"Sách quản trị, lãnh đạo",Sách kinh tế,Bartow J. Elmore,Tiki Trading,108.000 ₫,150.000 ₫,4.5,155,Công ty phát hành Ecoblader, 14.5 x 20.5 cm, Bìa mềm,320
Lãnh Đạo Và Văn Hóa Doanh Nghiệp,Sách quản trị nhân lực,Sách kinh tế,"Edgar H. Schein, Peter Schein",Tiki Trading,84.600 ₫,180.000 ₫,4.8,593, Nhà Xuất Bản Thế Giới, 15.5 x 23.5 cm, Bìa mềm,296
Lợi thế cạnh tranh tối ưu,"Sách quản trị, lãnh đạo",Sách kinh tế,"Shawn D. Moon, Sue Dathe-Douglass",Balanced Scorecard Vietnam,73.500 ₫,105.000 ₫,5,71,Công ty phát hành Viện Quản lý PACE, 14.5 x 20.5 cm, Bìa mềm,272
Doanh Nhân Khỏi Nghiệp Tinh Gọn,Bài học kinh doanh,Sách kinh tế,"Brant Cooper, Patrich Vlaskovits",Tiki Trading,166.000 ₫,258.000 ₫,4.6,144,Công ty phát hành Pandabooks, 14.5 x 20.5 cm, Bìa mềm,392
Marketing Trên Mạng Xã Hội,Sách Marketing - Bán hàng,Sách kinh tế,Linda Coles,Nhà sách Fahasa,67.000 ₫,100.000 ₫,4.7,22, NXB Trẻ, 13 x 20.5 cm, Bìa mềm,276
45 Giây Tạo Nên Thay Đổi,Sách kỹ năng làm việc,Sách kinh tế,"Philip Kotler, Don Failla",NHBook,59.750 ₫,70.000 ₫,4.8,87,Công ty phát hành NXB Trẻ, 14.5 x 20.5 cm, Bìa mềm,192
Hãy Kinh Doanh Như STARBUCKS,Bài học kinh doanh,Sách kinh tế,Joseph Michelli,Nhà sách Fahasa,127.300 ₫,200.000 ₫,4.3,57,Công ty phát hành Pandabooks, 14.5 x 20.5 cm, Bìa mềm,392
HBR HandBook- Cẩm Nang Quản Trị Toàn Tập Từ Harvard: Cẩm Nang Lãnh Đạo + Cẩm Nang Quản Lý + Cẩm Nang Doanh Nhân,"Sách quản trị, lãnh đạo",Sách kinh tế,nhieu tac gia,Sống Official,388.050 ₫,597.000 ₫,5,13, Nhà Xuất Bản Thế Giới, 14.5 x 20.5 cm, Bìa cứng,1164
Những Ông Trùm Tư Bản Cuối Cùng Ở Thượng Hải - Hai Đế Chế Kinh Tế Do Thái Cạnh Tranh Giúp Tạo Nên Trung Quốc Hiện Tại,Bài học kinh doanh,Sách kinh tế,Jonathan Kaufman,Tiki Trading,134.000 ₫,195.000 ₫,5,38, Nhà Xuất Bản Đại Học Sư Phạm, 15 x 23 cm, Bìa mềm,435
Lãnh Đạo Chuyển Hóa,"Sách quản trị, lãnh đạo",Sách kinh tế,"Bernard M. Bass, Ronald E. Riggio",Nhà sách Fahasa,105.800 ₫,155.000 ₫,5,56,Công ty phát hành Viện Quản Lý P.A.C.E,, Bìa cứng,360
Quán Tươi Cười Là Nơi Khách Đến,Sách Marketing - Bán hàng,Sách kinh tế,Uno Takashi,Tiki Trading,81.600 ₫,118.000 ₫,5,66, Nhà Xuất Bản Dân Trí, 13.5 x 20 cm, Bìa mềm,252
Lãnh Đạo Tập Sự - Hành Trình Không Đơn Độc,"Sách quản trị, lãnh đạo",Sách kinh tế,Dan Cockerell,Tiki Trading,98.000 ₫,140.000 ₫,4.8,96, Nhà Xuất Bản Lao Động, 15 x 21 cm, Bìa mềm,312
Đọc Vị Đối Thủ - Bí Mật Của Tư Duy Tỉ Phú,Sách doanh nhân,Sách kinh tế,"Adam M. Brandenburger, Barry J. Nalebuff",Tiki Trading,106.000 ₫,145.000 ₫,4.7,83, Nhà Xuất Bản Dân Trí, 14.5 x 20.5 cm, Bìa mềm,504
Trở Thành Nhân Viên Không Thể Thay Thế,Sách kỹ năng làm việc,Sách kinh tế,Đàm Nhất Bình,Tiki Trading,71.300 ₫,109.000 ₫,5,67,Công ty phát hành Bách Việt, 14.5 x 20.5 cm, Bìa mềm,250
Who? Chuyện Kể Về Danh Nhân Thế Giới: Bill Gates (Tái Bản 2019),"Sách quản trị, lãnh đạo",Sách kinh tế,"ChungBe Studios, Ahn, Hyungmo",Tủ sách Hoa Hướng Dương,46.000 ₫,50.000 ₫,5,50, Nhà Xuất Bản Kim Đồng, 14.5 x 20.5 cm, Bìa mềm,180
Kiếm Tìm Sự Hoàn Hảo,Bài học kinh doanh,Sách kinh tế,nhieu tac gia,Alpha Books Official,174.300 ₫,249.000 ₫,5,19, Nhà Xuất Bản Công Thương, 14.5 x 20.5 cm, Bìa cứng,424
Cẩm Nang Tư Duy Đọc,Sách kỹ năng làm việc,Sách kinh tế,Richard Paul - Linda Elder,Tiki Trading,23.500 ₫,30.000 ₫,4.5,1000+,Công ty phát hành NXB Tổng Hợp, 13.5 x 22 cm, Bìa mềm,75
Kết Thúc Bán Hàng Đòn Quyết Định (Tái Bản),Sách Marketing - Bán hàng,Sách kinh tế,Brian Tracy,Tiki Trading,74.900 ₫,109.000 ₫,3.5,43, Nhà Xuất Bản Khoa học & kỹ thuật, 13x20.5cm, Bìa mềm,252
Trên Đỉnh Phố Wall,Bài học kinh doanh,Sách kinh tế,"Peter Lynch, John Rothchild",Omega Plus Books,142.350 ₫,219.000 ₫,5,61, nxb lao dong xa hoi, 14.5 x 20.5 cm, Bìa mềm,572
Tự Truyện Ken Langone: Từ Số 0 Đến Tỷ Phú,Sách khởi nghiệp,Sách kinh tế,Ken Langone,Tiki Trading,79.900 ₫,170.000 ₫,4.8,276, Nhà Xuất Bản Thế Giới, 14 x 20.5 cm, Bìa mềm,376
Sách - INNOSTACK - Sự thật về khởi nghiệp - Tỉ phú sáng lập Square và Chiến lược chuỗi giải pháp,Sách khởi nghiệp,Sách kinh tế,Jim McKelvey,Tiki Trading,108.000 ₫,150.000 ₫,5,34, Nhà Xuất Bản Kinh Tế TPHCM, 14.5 x 20.5 cm, Bìa mềm,272
Quy Tắc 2 Phút - Làm Việc Năng Suất Theo Cách Người Nhật,Sách kỹ năng làm việc,Sách kinh tế,Kamari Maeda,Tiki Trading,49.500 ₫,99.000 ₫,4.8,234, Nhà Xuất Bản Dân Trí, 13 x 19 cm, Bìa mềm,188
Kích Hoạt Tiềm Năng - Bí Ẩn Bất Ngờ Từ 3 Cuộc Trò Chuyện,"Sách quản trị, lãnh đạo",Sách kinh tế, A Roger Merrill,Tiki Trading,100.740 ₫,138.000 ₫,4.8,212, Nhà Xuất Bản Tổng hợp TP.HCM, 14.5 x 20.5 cm, Bìa gập,272
100 Ý Tưởng PR Tuyệt Hay,Bài học kinh doanh,Sách kinh tế,Jim Blythe,Tiki Trading,71.200 ₫,95.000 ₫,4.9,250,Công ty phát hành NXB Trẻ, 13 x 20.5 cm, Bìa mềm,230
Think And Grow Rich - Naponeon Hill 13 Nguyên Tắc Nghĩ Giàu Và Làm Giàu (Cuốn Sách Hay Nhất Mọi Thời Đại Dẫn Bạn Đến Thành Công),Bài học kinh doanh,Sách kinh tế,Napoleon Hill,Tiki Trading,72.000 ₫,110.000 ₫,5,58, Nhà Xuất Bản Dân Trí, 16 x 24 cm, Bìa mềm,375
Sức Mạnh Của Văn Hóa Doanh Nghiệp,"Sách quản trị, lãnh đạo",Sách kinh tế,Chris Dyer,Nhà sách Fahasa,140.900 ₫,158.000 ₫,3.7,24, Nhà Xuất Bản Dân Trí, 14 x 20.5 cm, Bìa mềm,400
Content Marketing Trong Kỷ Nguyên Trải Nghiệm Khách Hàng,Sách Marketing - Bán hàng,Sách kinh tế,RANDY FRISCH,Bookslife,89.000 ₫,149.000 ₫,5,2, Nhà Xuất Bản Lao Động, 13 x 20 cm, Bìa mềm,336
7 Loại Hình Thông Minh (Tái Bản),Sách kỹ năng làm việc,Sách kinh tế,Thomas Armstrong,Trạm đọc,81.000 ₫,119.000 ₫,5,10, Nhà Xuất Bản Lao Động Xã Hội, 14.5 x 20.5 cm, Bìa mềm,336
Giàu Từ Chứng Khoán (Tái Bản 2018),Sách kinh tế học,Sách kinh tế,John Boik,Sống Official,90.350 ₫,139.000 ₫,4.5,17, Nhà Xuất Bản Lao Động Xã Hội, 13 x 20.5 cm, Bìa mềm,284
Kinh Tế Học Viking,Sách kinh tế học,Sách kinh tế,George Lakey,Tiki Trading,99.900 ₫,125.000 ₫,5,144, NXB Trẻ, 13 x 20.5 cm, Bìa mềm,326
Không Chỉ Là Chiếc Áo Phông,Sách khởi nghiệp,Sách kinh tế,Bobby Hundreds,Tiki Trading,107.280 ₫,149.000 ₫,4.9,110, Nhà Xuất Bản Thế Giới, 16 x 24 cm, Bìa mềm,344
Tesla - Tương Lai Và Những Điều Viễn Tưởng,Sách kỹ năng làm việc,Sách kinh tế,Charles Morris,Tiki Trading,59.630 ₫,89.000 ₫,4.5,210,Công ty phát hành Thái Hà, 15.5 x 24 cm, Bìa mềm,310
Trên Đỉnh Phố Wall (Tái Bản 2019),Bài học kinh doanh,Sách kinh tế,"Peter Lynch, John Rothchild",Sống Official,129.350 ₫,199.000 ₫,4.7,9, Nhà Xuất Bản Lao Động Xã Hội," 13 x 20,5 cm", Bìa mềm,572
Digital Marketing - Chiến Lược Là Lược Đi Để Chiến,Sách Marketing - Bán hàng,Sách kinh tế,"Nguyễn Tiến Huy, Hoàng Anh Thư",SÁCH TIMEBOOKS,111.200 ₫,139.000 ₫,5,48, NXB Dân Trí," 13 x 20,5 cm", Bìa mềm,224
Nghệ Thuật Kể Chuyện Thương Hiệu ,Sách kỹ năng làm việc,Sách kinh tế,"Donald Miller, Kyle Gray",Tiki Trading,134.000 ₫,268.000 ₫,4.5,100,Công ty phát hành 1980 Books," 13 x 20,5 cm", Bìa mềm,376
Kỹ năng đàm phán hiệu quả trong kinh doanh,Sách kỹ năng làm việc,Sách kinh tế,"Scott Gerber, Ryan Pauph",Tiki Trading,64.500 ₫,129.000 ₫,3.2,197,Công ty phát hành 1980 Books, 13x20.5, Bìa mềm,336
Sức Mạnh Của Việc Đặt Câu Hỏi Đúng (Tái Bản 2018),Sách kỹ năng làm việc,Sách kinh tế,Mihiro Matsuda,Trạm đọc,64.350 ₫,99.000 ₫,5,38, Nhà Xuất Bản Lao Động Xã Hội, 13 x 20.5 cm, Bìa mềm,226
The Experience Economy: Nền Kinh Tế Trải Nghiệm - Biến Dịch Vụ Của Bạn Thành Trải Nghiệm Khách Hàng,Sách kinh tế học,Sách kinh tế,"B. Joseph Pine, James H. Gilmore",Sống Official,208.900 ₫,299.000 ₫,5,111, Nhà Xuất Bản Công Thương, 13 x 20.5 cm, Bìa cứng,324
Inbound Selling - Thay Đổi Phương Thức Bán Hàng Theo Mô Hình Inbound,Sách kỹ năng làm việc,Sách kinh tế,First News Tổng Hợp,Tiki Trading,115.340 ₫,158.000 ₫,4.7,295, Nhà Xuất Bản Đại Học Quốc Gia TP.HCM, 14.5 x 20.5 cm, Bìa mềm,352
Buổi Sáng Diệu Kỳ Dành Cho Nhà Tiếp Thị Mạng Lưới,Bài học kinh doanh,Sách kinh tế,.,Tiki Trading,82.200 ₫,119.000 ₫,4.8,301,Công ty phát hành Alphabooks, 13 x 20.5 cm, Bìa mềm,336
Kinh Doanh Bằng Trực Giác - Bí Quyết Vận Dụng Sức Mạnh Của Trực Giác Để Thành Công Tột Bậc,Sách kỹ năng làm việc,Sách kinh tế,Lynn A. Robinson,Tiki Trading,108.000 ₫,150.000 ₫,4.9,176,Công ty phát hành BIZBOOKS, 14.5 x 20.5 cm, Bìa mềm,396
Thái độ 101 - Attitude 101,Sách kỹ năng làm việc,Sách kinh tế,John C Maxwell,The King of Books,40.120 ₫,59.000 ₫,5,26, Nhà Xuất Bản Hồng Đức, 14.5 x 20.5 cm, Bìa mềm,136
14 Bài Học Khởi Nghiệp Jack Ma Dành Tặng Các Bạn Trẻ: Ở Đâu Có Phàn Nàn Ở Đó Có Cơ Hội,Bài học kinh doanh,Sách kinh tế,Lý Gia,Nhà sách Fahasa,112.800 ₫,215.000 ₫,4.3,25,Công ty phát hành BIZBOOKS, 14 x 20.5 cm, Bìa mềm,567
Bán hàng thời kỹ thuật số (Digital Selling: How to Use Social Media and the Web to Generate Leads and Sell More) - Tác giả: Grant Leboff,Sách Marketing - Bán hàng,Sách kinh tế,Grant Leboff,BOOKS CITY,57.600 ₫,96.000 ₫,5,4, Nhà Xuất Bản Thế Giới, 14.5 x 20.5 cm, Bìa mềm,228
Vua Công Sở,Sách kỹ năng làm việc,Sách kinh tế,Jodi Glickman,Tiki Trading,92.460 ₫,138.000 ₫,4.9,101,Công ty phát hành Zenbooks,14 x 20.5, Bìa mềm,334
Từ Tâm Trí - Sức Mạnh Của Sự Sáng Tạo,Sách kỹ năng làm việc,Sách kinh tế,Sir Ken Robinson,Tiki Trading,88.000 ₫,129.000 ₫,4.8,79, Nhà Xuất Bản Đại Học Sư Phạm, 15 x 23 cm, Bìa mềm,323
Lãnh Đạo Thực Hành (Being The Boss),Bài học kinh doanh,Sách kinh tế,Nhiều Tác Giả,Balanced Scorecard Vietnam,115.500 ₫,165.000 ₫,5,66, Nhà Xuất Bản Tổng hợp TP.HCM, 15 x 23 cm, Bìa cứng,396
Quản Lý Công Việc Hiệu Quả Theo Phong Cách Người Nhật,Sách kỹ năng làm việc,Sách kinh tế,Daisuke Sasaki,Bookslife,66.000 ₫,110.000 ₫,5,6,Công ty phát hành 1980 Books, 13 x 20cm, Bìa mềm,252
Thấu Hiểu Hệ Thống,Sách kỹ năng làm việc,Sách kinh tế,Donella H. Meadows,Nhà sách Fahasa,87.300 ₫,139.000 ₫,3,10,Công ty phát hành Alphabooks, 16 x 24 cm, Bìa mềm,252
MBA - 100 Bí Quyết Làm Việc Hiệu Quả Của Người Nhật,Bài học kinh doanh,Sách kinh tế,Shimada Tsuyoshi,Nhà sách Fahasa,85.800 ₫,159.000 ₫,5,22, Nhà Xuất Bản Công Thương, 13 x 20 cm, Bìa mềm,376
Mật Mã Động Lực - Cẩm Nang Kích Hoạt Niềm Cảm Hứng Trong Công Việc,Sách kỹ năng làm việc,Sách kinh tế,.,Tiki Trading,96.900 ₫,170.000 ₫,5,52, Nhà Xuất Bản Thế Giới, 14 x 20.5 cm, Bìa mềm,316
Thuật Thiết Lập Chiến Lược Kinh Doanh (Tái Bản),Sách kỹ năng làm việc,Sách kinh tế,Brian Tracy,Tiki Trading,51.300 ₫,69.000 ₫,5,63, Nhà Xuất Bản Thế Giới, 13 x 20.5 cm, Bìa mềm,144
Freelancing for Dummies,Sách kỹ năng làm việc,Sách kinh tế,Susan M. Drake,Tiki Trading,105.651 ₫,189.000 ₫,4.5,149,Công ty phát hành Thái Hà, 18.7 x 23.5 cm, Bìa mềm,489
Đối Mặt Tư Bản,Sách kinh tế học,Sách kinh tế,Philip Kotler,Tiki Trading,99.600 ₫,130.000 ₫,4.8,440,Công ty phát hành NXB Trẻ, 15.5 x 23 cm, Bìa mềm,286
Tài Chính Dành Cho Nhà Quản Lý,"Sách quản trị, lãnh đạo",Sách kinh tế,Gene Siciliano,Tiki Trading,103.000 ₫,149.000 ₫,5,12, Nhà Xuất Bản Khoa học & kỹ thuật, 13x20.5cm, Bìa mềm,344
Luật của Warren Buffett (tái bản 2022),Sách doanh nhân,Sách kinh tế,Jeremy C. Miller,THAIHABOOKS,82.000 ₫,115.000 ₫,5,13, Nhà Xuất Bản Công Thương, 13 x 20.5 cm, Bìa mềm,335
"Nóng, Phẳng, Chật (Tái Bản Lần 9-2020)","Sách quản trị, lãnh đạo",Sách kinh tế,Thomas L.Friedman,Tiki Trading,159.000 ₫,199.000 ₫,4.8,252, NXB Trẻ, 15 x 23 cm, Bìa mềm,578
Cốt Lõi Về Lãnh Đạo: Phát Triển Phẩm Chất Lãnh Đạo Từ Lý Thuyết Đến Thực Hành,Sách quản trị nhân lực,Sách kinh tế,"Esther Cameron, Mike Green",Saigon Books Official,80.000 ₫,200.000 ₫,5,11, Nhà Xuất Bản Thế Giới, 14 x 20.5 cm, Bìa mềm,444
HBR ON - Truyền Thông Giao Tiếp (Harvard Business Review On Stratery),"Sách quản trị, lãnh đạo",Sách kinh tế,Harvard Business Review,Tiki Trading,179.000 ₫,199.000 ₫,5,48, Nhà Xuất Bản Đại Học Kinh Tế Quốc Dân, 20.5 x 26.5 cm, Bìa mềm,160
Một Phút Với Philip Kotler,Sách doanh nhân,Sách kinh tế,Nishimura Katsumi,Tiki Trading,49.900 ₫,75.000 ₫,4.7,453,Công ty phát hành Tân Việt,19 x 13, Bìa mềm,191
Cuộc chiến Dòng điện (Nikola Tesla - Thiên tài hào phóng và cuộc chiến dòng điện,Sách doanh nhân,Sách kinh tế,Nikola Tesla,Tiki Trading,120.000 ₫,150.000 ₫,4.9,151, Nhà Xuất Bản Kinh Tế TPHCM,24 x 16 cm, Bìa mềm,296
Tiền Không Bao Giờ Là Đủ (Tái Bản),Sách kỹ năng làm việc,Sách kinh tế,Laura Vanderkam,Tiki Trading,78.100 ₫,139.000 ₫,4.2,329,Công ty phát hành Alphabooks, 13 x 20.5 cm, Bìa mềm,376
Những Ý Tưởng Lớn Của Lý Quang Diệu,"Sách quản trị, lãnh đạo",Sách kinh tế,"Shashi Jayakumar, Rahul Sagar",Tiki Trading,95.800 ₫,120.000 ₫,5,32, NXB Trẻ, 13 x 20.5 cm, Bìa mềm,272
Sách: Tiền Khôn Tiền Dại Ở Tay Người Dùng (Tái bản 2021),"Sách tài chính, tiền tệ",Sách kinh tế,Yuichiro Itakura,Minh Long Book,56.000 ₫,70.000 ₫,4.8,53, Nhà Xuất Bản Thanh Niên, 13 x 20.5 cm, Bìa mềm,188
Trí Tuệ Tài Chính - Dành Cho Nhà Quản Lý Không Chuyên Về Tài Chính (Tái bản),"Sách tài chính, kế toán",Sách kinh tế,"Karen Berman, Joe Knight, John Case",Alpha Books Official,133.330 ₫,199.000 ₫,4.5,26, Nhà Xuất Bản Công Thương, 16 x 24 cm, Bìa cứng,336
Tài Lãnh Đạo 3K,"Sách quản trị, lãnh đạo",Sách kinh tế,Brad Lomenick,Tiki Trading,85.100 ₫,90.000 ₫,4.8,467,Công ty phát hành Saigon Books, 14 x 20.5 cm, Bìa mềm,240
"Vừa Mua Đã Lãi, Đất Đai Tuyệt Vời",Sách kỹ năng làm việc,Sách kinh tế,Khang Nhung,Tiki Trading,92.400 ₫,129.000 ₫,4.7,1000+,Công ty phát hành Tri Thức Trẻ Books, 13.5 x 20 cm, Bìa mềm,216
Kỹ Năng Học Tập Theo Phương Pháp Buzan (Tái Bản 2014),Sách kỹ năng làm việc,Sách kinh tế,Tony Buzan,Tiki Trading,173.000 ₫,224.000 ₫,4.8,1000+,Công ty phát hành Nhân Trí Việt, 15 x 23 cm, Bìa mềm,219
Từ Tơ Lụa Đến Silicon - Câu Chuyện Về Toàn Cầu Hóa Thông Qua 10 Cuộc Đời Lạ Thường,Bài học kinh doanh,Sách kinh tế,Jeffrey E.Garten,Tiki Trading,122.000 ₫,153.000 ₫,4.8,577,Công ty phát hành NXB Trẻ, 15.5 x 23 cm, Bìa mềm,400
Học Về Tiền - Cách Bạn Đầu Tư Là Cách Bạn Giàu Có,"Sách tài chính, tiền tệ",Sách kinh tế,Jeong Seon-yong,Nicebooks,89.700 ₫,138.000 ₫,4.5,8, Nhà Xuất Bản Hồng Đức, 14 x 20.5 cm, Bìa mềm,299
Người Dám Cho Đi - Bán Được Nhiều Hơn,Sách kỹ năng làm việc,Sách kinh tế,"Bob Burg, JohnDavid Mann",Tiki Trading,92.600 ₫,125.000 ₫,4.8,1000+,Công ty phát hành NXB Trẻ, 16 x 24 cm, Bìa mềm,258
Lãnh Đạo Bán Hàng Chuyên Nghiệp – Bí Quyết Xây Dựng Đội Nhóm Bán Hàng “Bất Khả Chiến Bại”,Sách Marketing - Bán hàng,Sách kinh tế,Keith Rosen,Tiki Trading,146.000 ₫,205.000 ₫,4.5,222,Công ty phát hành BIZBOOKS,13 x 20.5 cm, Bìa mềm,545
Free Marketing – 101 Ý Tưởng Phát Triển Doanh Nghiệp Với Chi Phí Thấp (Tái Bản 2017),Sách Marketing - Bán hàng,Sách kinh tế,Jim Cockrum,Tiki Trading,137.000 ₫,199.000 ₫,4.6,500,Công ty phát hành Alphabooks, 13 x 20.5 cm, Bìa mềm,500
Miniso - Cuộc Cách Mạng Bán Lẻ Toàn Cầu,Bài học kinh doanh,Sách kinh tế,Đường Nhất Thần,Nhà sách Fahasa,120.700 ₫,198.000 ₫,5,51,Công ty phát hành BIZBOOKS, 14.5 x 20.6 cm, Bìa mềm,500
Bí Mật Dotcom,Sách Marketing - Bán hàng,Sách kinh tế,Russell Brunson,trungthanh2018,158.400 ₫,198.000 ₫,4.6,698,Công ty phát hành Công Ty Cổ Phần Tư Vấn & Đào Tạo Cơn Bão Triệu Phú,21.5 x 14 cm, Bìa mềm,292
Sức mạnh của những ý tưởng nhỏ (2018),"Sách quản trị, lãnh đạo",Sách kinh tế,David Robertson,Tiki Trading,104.000 ₫,130.000 ₫,4.9,264,Công ty phát hành Ecoblader,21.5 x 14 cm, Bìa mềm,220
The Emyth - Để Trở Thành Nhà Quản Lý Hiệu Quả (Tái Bản),"Sách quản trị, lãnh đạo",Sách kinh tế,Michael E Gerber,Alpha Books Official,70.850 ₫,109.000 ₫,5,30, Nhà Xuất Bản Lao Động Xã Hội, 13 x 20.5 cm, Bìa mềm,248
Hùng Biện Kiểu Ted 1,Sách kỹ năng làm việc,Sách kinh tế,Chris Anderson,Alpha Books Official,173.050 ₫,199.000 ₫,5,40, Nhà Xuất Bản Thế Giới, 13 x 20.5 cm, Bìa mềm,448
"Kinh Tế Hậu Covid - Biến Nghịch Cảnh Thành Cơ Hội, Nắm Bắt Tâm Lý Thị Trường Sau Đại Dịch","Sách quản trị, lãnh đạo",Sách kinh tế,Jason Schenker,Tiki Trading,109.000 ₫,149.000 ₫,4.7,163, Nhà Xuất Bản Lao Động, 13 x 20 cm, Bìa mềm,368
Nguyên Lý Marketing,Sách Marketing - Bán hàng,Sách kinh tế,Philip Kotler,Nhà sách Fahasa,869.130 ₫,999.000 ₫,5,11, NXB Đại học Kinh Tế Quốc Dân,26.5 x 22,Bìa cứng,1082
Ngày Xưa Có Một Con Bò (Tái Bản 2019),Lịch Sử Việt Nam,Sách Lịch sử,Camilo Cruz,Nhà sách Fahasa,53.500 ₫,70.000 ₫,4.9,563, NXB Trẻ,13 x 20 cm, Bìa mềm,148
Lịch Sử Hà Nội (Bìa Cứng),Lịch Sử Việt Nam,Sách Lịch sử,Philippe Papin,Tiki Trading,103.350 ₫,159.000 ₫,4.8,228, Nhà Xuất Bản Thế Giới, 16x24 cm, Bìa cứng,394
Hiến Pháp Mỹ Được Làm Ra Như Thế Nào? (Tái Bản 2018),Lịch Sử Thế Giới,Sách Lịch sử,Nguyễn Cảnh Bình,Tiki Trading,169.000 ₫,246.000 ₫,4.8,451,Công ty phát hành Omega Plus, 16x24 cm, Bìa cứng,642
Lịch Sử Quân Sự - Bách Khoa Thư Các Loại Vũ Khí Định Hình Thế Giới,Lịch Sử Thế Giới,Sách Lịch sử,DK,Tiki Trading,406.000 ₫,550.000 ₫,4.8,1000+,Công ty phát hành Công Ty Cổ Phần Văn Hóa Đông A, 25 x 30 cm, Bìa cứng,448
Cộng Hòa – Cách Mạng,Lịch Sử Thế Giới,Sách Lịch sử,Will Durant,Tiki Trading,167.000 ₫,225.000 ₫,4.8,49, Nhà Xuất Bản Khoa Học Xã Hội, 14 x 22cm, Bìa cứng,452
Đất Nước Việt Nam Qua Các Đời (Tái Bản 2020),Lịch Sử Việt Nam,Sách Lịch sử,Đào Duy Anh,,83.850 ₫,129.000 ₫,4.9,109, Nhà Xuất Bản Hồng Đức, 15 x 24 cm, Bìa mềm,380
Sách Bí Ẩn Của Lịch Sử - Mysteries In History,Lịch Sử Thế Giới,Sách Lịch sử,Nhiều,Sách Giáo Dục Quốc Tế,350.000 ₫,499.000 ₫,4.8,29, Nhà Xuất Bản Lao Động, 15 x 24 cm, Bìa cứng,256
Hoàng Lê Nhất Thống Chí (Bìa Mềm),Lịch Sử Việt Nam,Sách Lịch sử,Ngô gia văn phái,Tiki Trading,76.500 ₫,110.000 ₫,4.9,166, Nhà Xuất Bản Dân Trí, 14.5 x 20.5 cm, Bìa mềm,504
Bách Khoa Lịch Sử Thế Giới - Tái Bản 2022,Lịch Sử Thế Giới,Sách Lịch sử,nhieu tac gia,Đông A Books Official,440.000 ₫,550.000 ₫,5,26, Nhà Xuất Bản Dân Trí, 14.5 x 20.5 cm, Bìa cứng,416
Leonardo Da Vinci,Lịch Sử Thế Giới,Sách Lịch sử,Walter Isaacson,ETS Books,512.850 ₫,789.000 ₫,3,4,Công ty phát hành Omega Plus, 14.5 x 20.5 cm, Bìa cứng,736
Một Nghiên Cứu Về Giác Tính Con Người (An Enquiry Concerning Human Understanding),Lịch Sử Thế Giới,Sách Lịch sử,David Hume,Tiki Trading,102.950 ₫,145.000 ₫,4.7,68, Nhà Xuất Bản Tri Thức, 12 x 20 cm, Bìa cứng,368
Việt Nam Sử Lược (Bìa Cứng) - Tái bản 2020,Lịch Sử Việt Nam,Sách Lịch sử,Trần Trọng Kim,Tiki Trading,247.000 ₫,380.000 ₫,4.8,703, Nhà Xuất Bản Hội Nhà Văn, 19 x 26.5 cm, Bìa cứng,534
