Title,Sub-category,Category,Author,Seller Name,Current Price,Origin Price,Review Rating,Sales,Publisher,Paper Size,Cover Type,Num Pages
Sử Ta - Chuyện Xưa Kể Lại Tập 3 (Tái Bản 2018),Lịch Sử Việt Nam,Sách Lịch sử,Nguyễn Huy Thắng – Nguyễn Như Mai – Nguyễn Quốc Tín,Nhà sách Fahasa,59.500 ₫,70.000 ₫,5,16,Công ty phát hành NXB Kim Đồng, 16 x 24 cm, Bìa mềm,300
Sự Phát Triển Của Tư Tưởng Ở Việt Nam Từ Thế Kỷ XIX Đến Cách Mạng Tháng Tám - Tập 3,Lịch Sử Việt Nam,Sách Lịch sử,Trần Văn Giàu,Nhà sách Fahasa,159.600 ₫,210.000 ₫,5,9, Nhà Xuất Bản Tổng Hợp, 16 x 24 cm, Bìa mềm,560
Truyện tranh lịch sử Việt Nam - Ngàn năm bất khuất trong đêm trường nô lệ - Vị vua đầu tiên trong thời kì Bắc thuộc,Lịch Sử Việt Nam,Sách Lịch sử,Đông Tây,Đông Tây,11.000 ₫,30.000 ₫,5,4, NXB Dân Trí, 16 x 24 cm, Bìa mềm,63
Giải Phóng,Lịch Sử Việt Nam,Sách Lịch sử,Tiziano Terzani,Nhà sách Fahasa,156.000 ₫,195.000 ₫,5,60, Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật, 16 x 24 cm, Bìa mềm,448
Việt Nam Bi Thảm Đông Dương,Lịch Sử Việt Nam,Sách Lịch sử,Louis Roubaud,Nhà sách Fahasa,77.900 ₫,95.000 ₫,5,3, Nhà Xuất Bản Tổng hợp TP.HCM, 14 x 20.5 cm, Bìa mềm,216
Tôn Đức Thắng Với Phong Trào Công Nhân Sài Gòn Đầu Thế Kỷ XX Đến Năm 1930,Lịch Sử Việt Nam,Sách Lịch sử,Phạm Dương Mỹ Thu Huyền,Nhà sách Fahasa,44.000 ₫,55.000 ₫,5,9,Công ty phát hành NXB Tổng Hợp, 13 x 20.5 cm, Bìa mềm,202
Vai Trò Của Thủy Quân Trong Kháng Chiến Chống Ngoại Xâm Thời Lý - Trần,Lịch Sử Việt Nam,Sách Lịch sử,Thạc sĩ Trần Xuân Hùng,Nhà sách Fahasa,64.600 ₫,68.000 ₫,4.5,9,Công ty phát hành Nhà sách Đống Đa, 13 x 20.5 cm, Bìa mềm,211
Trà Thượng Ty - 54 Giai Thoại Về Trà,Lịch Sử Việt Nam,Sách Lịch sử,Nguyễn Ngọc Tuấn,Nhà sách Fahasa,64.600 ₫,68.000 ₫,4.6,32, Nhà Xuất Bản Hồng Đức,20.5 x 14.5, Bìa mềm,102
Kể Chuyện Lịch Sử Việt Nam - Tập 1,Lịch Sử Việt Nam,Sách Lịch sử,ThS Trương Ngọc Thơi,Nhà sách Fahasa,57.400 ₫,70.000 ₫,3,2, Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,23.5 x 17, Bìa mềm,232
200 Năm Phong Trào Tây Sơn,Lịch Sử Việt Nam,Sách Lịch sử,Nhiều Tác Giả,Nhà sách Fahasa,127.100 ₫,155.000 ₫,5,6, Nhà Xuất Bản Hồng Đức, 16 x 24 cm, Bìa mềm,250
"Chuyên Khảo Về Tỉnh Mỹ Tho - Địa Lý Học : TỰ NHIÊN, KINH TẾ & LỊCH SỬ NAM KỲ",Lịch Sử Thế Giới,Sách Lịch sử,Hội Nghiên cứu Đông Dương,Tiki Trading,46.700 ₫,55.000 ₫,5,134,Công ty phát hành NXB Trẻ, 15.5 x 23, Bìa mềm,100
Góc Nhìn Sử Việt - Hoan Châu Ký,Lịch Sử Thế Giới,Sách Lịch sử,Nguyễn Cảnh Thị,Tiki Trading,82.200 ₫,119.000 ₫,4.7,300,Công ty phát hành Omega Plus, 16 x 24 cm, Bìa mềm,284
Lịch sử tiền tệ,Lịch Sử Thế Giới,Sách Lịch sử,Jack Weatherford,PHAN LỆ & FRIENDS,230.000 ₫,272.000 ₫,5,26, Nhà Xuất Bản Lao Động, 16 x 24 cm, Bìa mềm,350
Thế Lực Khách Trú Và Vấn Đề Di Dân Vào Nam Kỳ (Tái Bản),Lịch Sử Việt Nam,Sách Lịch sử,Đào Trinh Nhất,sách tao đàn,64.000 ₫,80.000 ₫,4.8,35, Nhà Xuất Bản Hội Nhà Văn, 13 x 20.5 cm, Bìa mềm,242
Độc Hành (Tái Bản),Lịch Sử Thế Giới,Sách Lịch sử,Nguyễn Hoàng Bảo,Tiki Trading,64.000 ₫,129.000 ₫,3.6,358,Công ty phát hành Alphabooks, 14 x 20.5 cm, Bìa mềm,364
"Lịch Sử Văn Minh Thế Giới - Phần XI - Văn Minh Thời Đại Napoléon - Tập 1 : ""Đại Cách Mạng Pháp"" (Vol XI - B1 - The French Revolution: 1789–1799)",Lịch Sử Thế Giới,Sách Lịch sử,"Ariel Durant, Will",Balanced Scorecard Vietnam,148.000 ₫,185.000 ₫,4.9,65, Nhà Xuất Bản Khoa Học Xã Hội, 14 x 22 cm, Bìa cứng,388
Leonardo Da Vinci - Thiên Tài Toàn Năng,Lịch Sử Thế Giới,Sách Lịch sử,Rasmus Hoài Nam,Tân Việt,48.000 ₫,60.000 ₫,5,33, Nhà Xuất Bản Thanh Niên, 16 x 24 cm, Bìa mềm,174
Đỉnh Cao Đế Quốc,Lịch Sử Thế Giới,Sách Lịch sử,Eric T. Jennings,AN THƯ BOOK,346.210 ₫,389.000 ₫,5,2, Nhà Xuất Bản Đà Nẵng, 16 x 24 cm, Bìa mềm,588
Chính Sách Của Các Vương Triều Việt Nam Đối Với Người Hoa,Lịch Sử Việt Nam,Sách Lịch sử,Huỳnh Ngọc Đáng,Nhà sách Fahasa,87.400 ₫,105.000 ₫,5,28,Công ty phát hành NXB Tổng Hợp, 16 x 24 cm, Bìa mềm,238
Cách Trí Giáo Khoa Thư,Lịch Sử Việt Nam,Sách Lịch sử,"Trần Trọng Kim,  Đặng Đình Phúc,  Đỗ Thận",Nhà sách Fahasa,61.300 ₫,68.000 ₫,5,7, Nhà Xuất Bản Kim Đồng, 16 x 24 cm, Bìa mềm,140
Sapiens: Lược Sử Loài Người (Tái Bản Có Chỉnh Sửa),Lịch Sử Thế Giới,Sách Lịch sử,Yuval Noah Harari,Sống Official,178.710 ₫,259.000 ₫,4,18, Nhà Xuất Bản Tri Thức, 16 x 24 cm, Bìa mềm,554
Sapiens - Lược Sử Loài Người Bằng Tranh - Tập 2 : Những Trụ Cột Của Nền Văn Minh,Lịch Sử Thế Giới,Sách Lịch sử,Yuval Noah Harari,Sống Official,224.250 ₫,345.000 ₫,5,22, NXB Dân Trí,27.5 x 20.5 cm, Bìa cứng,256
Sách: Bộ Việt Kiệu Thư (3 Tập) - MaiHaBooks,Lịch Sử Việt Nam,Sách Lịch sử,"Lý Văn Phượng, Nguyễn Ngọc Phúc, Đặng Hồng Sơn",MaiHaBooks,1.491.500 ₫,1.570.000 ₫,5,2, Nhà Xuất Bản Khoa Học Xã Hội, 16 x 24 cm, Bìa cứng,2000
Việt Nam Vận Hội,Lịch Sử Việt Nam,Sách Lịch sử,Nguyễn Thế Anh,Tiki Trading,161.850 ₫,249.000 ₫,4.7,279, Nhà Xuất Bản Hội Nhà Văn, 15.5 x 24 cm, Bìa cứng,382
Hoàng Lê Nhất Thống Chí (Bìa Cứng),Lịch Sử Việt Nam,Sách Lịch sử,Ngô gia văn phái,Tiki Trading,101.000 ₫,145.000 ₫,4.8,87, Nhà Xuất Bản Dân Trí, 14.5 x 20.5 cm, Bìa cứng,504
"Tư Trị Thông Giám - Tập 2 (Bìa Cứng, Bọc Vải, Phủ Nhũ)",Lịch Sử Thế Giới,Sách Lịch sử,Tư Mã Quang,Nhà sách Fahasa,232.750 ₫,245.000 ₫,4.8,23, Nhà Xuất Bản Văn Học, 16 x 24 cm, Bìa cứng,570
"Các Vị Trạng Nguyên, Bảng Nhãn, Thám Hoa Qua Các Triều Đại Phong Kiến Việt Nam",Lịch Sử Việt Nam,Sách Lịch sử,Trần Hồng Đức,VIETNAMBOOK,132.000 ₫,220.000 ₫,4.5,133,Công ty phát hành Công Ty Cổ Phần Tri thức Văn Hóa Sách Việt Nam, 16 x 24 cm, Bìa mềm,440
Văn Học Việt Nam Thế Kỷ X Đến Thế Kỷ XIX - Những Vấn Đề Lý Luận Và Lịch Sử,Lịch Sử Việt Nam,Sách Lịch sử,Trần Ngọc Vương,VIETNAMBOOK,294.000 ₫,490.000 ₫,4.9,203,Công ty phát hành Công Ty Cổ Phần Tri thức Văn Hóa Sách Việt Nam, 16 x 24 cm, Bìa cứng,951
Đại Tướng Mai Chí Thọ,Lịch Sử Việt Nam,Sách Lịch sử,Nguyễn Thị Ngọc Hải,Nhà sách Fahasa,85.500 ₫,99.000 ₫,4.8,14,Công ty phát hành NXB Tổng Hợp, 13.5 x 20.5 cm, Bìa mềm,320
Nam Hán Sơn Thành,Lịch Sử Thế Giới,Sách Lịch sử,Kim Hoon,Tiki Trading,66.330 ₫,99.000 ₫,4.7,37, Nhà Xuất Bản Hà Nội, 14.5 x 20.5 cm, Bìa mềm,364
Mỹ Sơn Vùng Đất Thiêng Vương Quốc Cổ Champa,Lịch Sử Việt Nam,Sách Lịch sử,Lê Đình Phụng,khangvietbook,87.000 ₫,169.000 ₫,4.6,85,Công ty phát hành Khang Việt Book, 16 x 24 cm, Bìa mềm,352
"Phần 10, Tập 5 Bộ Sách: “Rousseau Và Cách Mạng” - Hồi Giáo, Đông Âu Và Nước Pháp Phong Kiến Sụp Đổ",Lịch Sử Thế Giới,Sách Lịch sử,"Will, Ariel Durant",Tiki Trading,150.000 ₫,205.000 ₫,5,187, Nhà Xuất Bản Khoa Học Xã Hội, 14 x22 cm, Bìa cứng,568
Hồ Dương I,Lịch Sử Việt Nam,Sách Lịch sử,Trường An,Tiki Trading,160.000 ₫,217.000 ₫,4.4,378,Công ty phát hành NXB Phụ Nữ Việt Nam, 15.5 x 23.5 cm, Bìa mềm,728
Thomas Jefferson: Nhân Sư Mỹ,Lịch Sử Thế Giới,Sách Lịch sử,Joseph J. Ellis,Alpha Books Official,181.300 ₫,259.000 ₫,5,45, Nhà Xuất Bản Thế Giới, 16 x 24 cm, Bìa mềm,520
Lê Quý Dật Sử,Lịch Sử Việt Nam,Sách Lịch sử,Viện Sử học,MaiHaBooks,203.150 ₫,239.000 ₫,5,9, Nhà Xuất Bản Khoa Học Xã Hội, 16 x 24 cm, Bìa cứng,220
Lê Quý Kỷ Sự,Lịch Sử Việt Nam,Sách Lịch sử,Nguyên Thu,MaiHaBooks,169.150 ₫,199.000 ₫,4.8,31, Nhà Xuất Bản Khoa Học Xã Hội, 16 x 24 cm, Bìa cứng,190
Nhật Bản Duy Tân 30 Năm (Tái Bản 2018),Lịch Sử Thế Giới,Sách Lịch sử,Đào Trinh Nhất,Tiki Trading,100.000 ₫,145.000 ₫,4.5,404,Công ty phát hành Omega Plus, 14 x 20.5 cm, Bìa mềm,410
Tết Việt Nam qua tranh dân gian,Lịch Sử Việt Nam,Sách Lịch sử,Nguyễn Kim Thản,Nhà sách 30 Hàn Thuyên,39.000 ₫,43.000 ₫,3.6,232,Công ty phát hành Nhà Sách 30 Hàn Thuyên,, Bìa mềm,96
Cuốn Sách Đầy Đủ Và Chi Tiết Nhất Về Dân Tộc Do Thái: Lịch Sử Do Thái,Lịch Sử Thế Giới,Sách Lịch sử,Paul Johnson,Alpha Books Official,280.730 ₫,419.000 ₫,5,8, Nhà Xuất Bản Dân Trí, 16 x 24 cm, Bìa cứng,892
Con Đường Tơ Lụa Mới: Hiện Tại Và Tương Lai Của Thế Giới,Lịch Sử Thế Giới,Sách Lịch sử,Peter Frankopan,ETS Books,135.850 ₫,209.000 ₫,4.8,29, ha noi, 16 x 24 cm, Bìa mềm,312
Định Chế Pháp Luật Và Tố Tụng Triều Nguyễn (1802-1885),Lịch Sử Việt Nam,Sách Lịch sử,Huỳnh Công Bá,VIETNAMBOOK,168.000 ₫,280.000 ₫,4.4,195,Công ty phát hành Công Ty Cổ Phần Tri thức Văn Hóa Sách Việt Nam, 16 x 24 cm, Bìa mềm,619
Đề Thám (1846-1913) – Một Nghĩa Sĩ Việt Nam Chống Lại Chế Độ Thuộc Địa Pháp,Lịch Sử Việt Nam,Sách Lịch sử,Claude Gendre,Tiki Trading,110.000 ₫,159.000 ₫,4.6,454, Nhà Xuất Bản Hà Nội, 14 x 20.5 cm, Bìa mềm,372
Phát Minh Cuối Cùng,Lịch Sử Thế Giới,Sách Lịch sử,James Barrat,ETS Books,120.250 ₫,185.000 ₫,5,4, Nhà Xuất Bản Thế Giới, 16 x 24 cm, Bìa mềm,434
Sapiens - Lược Sử Loài Người Bằng Tranh - Tập 1: Khởi Đầu Của Loài Người,Lịch Sử Việt Nam,Sách Lịch sử,Yuval Noah Harari,Nhà sách Fahasa,222.250 ₫,345.000 ₫,4.4,61, Nhà Xuất Bản Dân Trí,27 x 20 cm, Bìa cứng,248
Nghiên Cứu Lịch Sử - Bản Tóm Lược Của D.C. Somervell,Lịch Sử Thế Giới,Sách Lịch sử,Arnold J. Toynbee,Tiki Trading,256.000 ₫,320.000 ₫,4.2,291,Công ty phát hành VanLangBooks, 16 x 24 cm, Bìa mềm,703
Văn Học Việt Nam (Thế Kỷ X - Nửa Đầu Thế kỷ XVIII),Lịch Sử Việt Nam,Sách Lịch sử,nhieu tac gia,HaAnBooks,196.000 ₫,200.000 ₫,4.7,41, Nhà Xuất Bản Giáo Dục Việt Nam, 16 x 24 cm, Bìa cứng,620
Nam Phương - Hoàng Hậu Cuối Cùng (Tái Bản Lần 3),Lịch Sử Việt Nam,Sách Lịch sử,Lý Nhân Phan Thứ Lang,Saigon Books Official,65.000 ₫,100.000 ₫,5,23, Nhà Xuất Bản Thế Giới, 16 x 24 cm, Bìa mềm,200
Trí Thức Việt Nam Trong Tiến Trình Lịch Sử Dân Tộc,Lịch Sử Việt Nam,Sách Lịch sử,GS.TS.Nguyễn Văn Khánh,VIETNAMBOOK,144.000 ₫,240.000 ₫,4.7,29, Nhà Xuất Bản Tri Thức, 16 x 24 cm, Bìa mềm,480
"Phần 10, Tập 3 Bộ Sách: “Rousseau Và Cách Mạng” - Bắc Âu Tin Lành",Lịch Sử Thế Giới,Sách Lịch sử,"Ariel Durant, Will",Balanced Scorecard Vietnam,136.000 ₫,185.000 ₫,4.8,35, Nhà Xuất Bản Khoa Học Xã Hội, 14 x22 cm, Bìa cứng,432
Hồ Dương II,Lịch Sử Việt Nam,Sách Lịch sử,Trường An,Tiki Trading,170.000 ₫,213.000 ₫,4.4,331,Công ty phát hành NXB Phụ Nữ Việt Nam, 15.5 x 23.5 cm, Bìa mềm,176
Hán Việt Thành Ngữ Cố Sự,Lịch Sử Việt Nam,Sách Lịch sử,Hoàng Xuân Chỉnh,Tiki Trading,157.000 ₫,225.000 ₫,5,13, Nhà Xuất Bản Tổng hợp TP.HCM, 15 x 23 cm, Bìa mềm,562
Một Số Trận Quyết Chiến Chiến Lược Trong Lịch Sử Dân Tộc,Lịch Sử Việt Nam,Sách Lịch sử,Phan Huy Lê,VIETNAMBOOK,110.400 ₫,184.000 ₫,5,184,Công ty phát hành Vinabook JSC, 16 x 24 cm, Bìa mềm,368
Nông Thôn Việt Nam Trong Lịch Sử Tập I,Lịch Sử Việt Nam,Sách Lịch sử,"Viện Sử học, Viện Hàn Lâm Khoa Học Xã Hội Việt Nam",MaiHaBooks,141.750 ₫,189.000 ₫,4.8,26, Nhà Xuất Bản Khoa Học Xã Hội, 16 x 24 cm, Bìa mềm,468
Lịch Sử Việt Nam Bằng Tranh (Tập 14): Thăng Long Buổi Đầu (Tái Bản 2017),Lịch Sử Việt Nam,Sách Lịch sử,Trần Bạch Đằng,Tiki Trading,24.500 ₫,30.000 ₫,4.9,331,Công ty phát hành NXB Trẻ, 14 x 20 cm, Bìa mềm,112
Giáo Dục Và Khoa Cử Nho Học Triều Nguyễn,Lịch Sử Việt Nam,Sách Lịch sử,Huỳnh Công Bá,VIETNAMBOOK,336.000 ₫,560.000 ₫,4.8,109,Công ty phát hành Công Ty Cổ Phần Tri thức Văn Hóa Sách Việt Nam, 16 x 24 cm, Bìa mềm,938
Tiểu Thuyết Việt Nam 1945 - 1975,Lịch Sử Việt Nam,Sách Lịch sử,Phạm Ngọc Hiền,Tiki Trading,91.500 ₫,115.000 ₫,4.7,69,Công ty phát hành NXB Tổng Hợp, 16 x 24 cm, Bìa mềm,416
Ngành Đóng Thuyền Và Tàu Thuyền Ở Việt Nam Thời Nguyễn,Lịch Sử Việt Nam,Sách Lịch sử,Trần Đức Anh Sơn,Tiki Trading,61.500 ₫,89.000 ₫,4.3,201,Công ty phát hành Omega Plus, 16 x 24 cm, Bìa mềm,136
Trò Chơi Và Thú Tiêu Khiển Của Người Huế,Lịch Sử Việt Nam,Sách Lịch sử,Trần Đức Anh Sơn,Tiki Trading,95.700 ₫,139.000 ₫,4,127,Công ty phát hành Omega Plus, 16 x 24 cm, Bìa mềm,300
Một Chiến Dịch Ở Bắc Kỳ - Bìa Cứng (Ấn Bản Cao Cấp),Lịch Sử Việt Nam,Sách Lịch sử,Charles Édouard Hocquard,Nhà sách Fahasa,570.000 ₫,600.000 ₫,4.8,15, Nhà Xuất Bản Văn Học,26.5 x 18.5 cm, Bìa cứng,592
Kể Chuyện Trường Kỳ Về Lịch Sử Việt Nam,Lịch Sử Việt Nam,Sách Lịch sử,Trần Văn Vũ Hồng Đức,VIETNAMBOOK,120.000 ₫,200.000 ₫,5,68,Công ty phát hành Công Ty Cổ Phần Tri thức Văn Hóa Sách Việt Nam, 16 x 24 cm, Bìa mềm,392
Luận Về Các Phái Của Người Trung Hoa Và Đàng Ngoài (Tái Bản 2018),Lịch Sử Việt Nam,Sách Lịch sử,Đức Cha Adriano di St. Thecla,Tiki Trading,131.000 ₫,189.000 ₫,4.9,249,Công ty phát hành Omega Plus, 16 x 24 cm, Bìa mềm,496
Đại Cương Sử Liệu Học Và Các Nguồn Sử Liệu Chữ Viết Lịch Sử Việt Nam,Lịch Sử Việt Nam,Sách Lịch sử,"Đinh Thị Thùy Hiên, Phạm Xuân Hằng",VIETNAMBOOK,174.000 ₫,290.000 ₫,5,141,Công ty phát hành Công Ty Cổ Phần Tri thức Văn Hóa Sách Việt Nam, 16 x 24 cm, Bìa cứng,474
Việt Nam Văn Học Sử Yếu (Bìa Mềm),Lịch Sử Việt Nam,Sách Lịch sử,Dương Quảng Hàm,Nhà sách Fahasa,237.500 ₫,250.000 ₫,4.8,29,Công ty phát hành Nhà sách Minh Thắng, 14.5 x 20.5 cm, Bìa mềm,624
Người Lính Điện Biên Kể Chuyện (Tái Bản 2019),Lịch Sử Việt Nam,Sách Lịch sử,"Đỗ Ca Sơn, Kiều Mai Sơn",Nhà sách Fahasa,25.900 ₫,30.000 ₫,5,21,Công ty phát hành Nhà Xuất Bản Kim Đồng, 13 x 19, Bìa mềm,144
Một Thức Nhận Về Văn Hóa Việt Nam,Lịch Sử Việt Nam,Sách Lịch sử,Phan Ngọc,Alpha Books Official,130.650 ₫,195.000 ₫,5,11, Nhà Xuất Bản Thế Giới, 14 x 20.5 cm, Bìa mềm,542
Tiếng Việt Lịch Sử Trước Thế Kỷ XX - Những Vấn Đề Quan Yếu,Lịch Sử Việt Nam,Sách Lịch sử,Đinh Văn Đức,VIETNAMBOOK,192.000 ₫,320.000 ₫,4.8,106,Công ty phát hành Công Ty Cổ Phần Tri thức Văn Hóa Sách Việt Nam, 16 x 24 cm, Bìa cứng,579
Nửa Tháng Trong Miên Thất Sơn,Lịch Sử Việt Nam,Sách Lịch sử,Nguyễn Văn Hầu,Nhà sách Fahasa,79.200 ₫,99.000 ₫,4.5,30, Nhà Xuất Bản Khoa Học Xã Hội,20.5 x 14.5, Bìa mềm,244
Mộ Cổ Nam Bộ,Lịch Sử Việt Nam,Sách Lịch sử,Phạm Đức Mạnh,Nhà sách Fahasa,224.000 ₫,280.000 ₫,5,8, Nhà Xuất Bản Tổng Hợp, 16 x 24 cm, Bìa mềm,736
Nghìn Năm Bia Miệng (Tập 2),Lịch Sử Việt Nam,Sách Lịch sử,Huỳnh Ngọc Trảng - Trương Ngọc Tường,Tiki Trading,95.100 ₫,119.000 ₫,4.2,160,Công ty phát hành NXB Tổng Hợp, 16 x 24 cm, Bìa mềm,320
Hậu Trần Dật Sử,Lịch Sử Việt Nam,Sách Lịch sử,Phan Bội Châu,VIETNAMBOOK,34.800 ₫,58.000 ₫,4.3,165,Công ty phát hành Công Ty Cổ Phần Tri thức Văn Hóa Sách Việt Nam, 13 x 20.5 cm, Bìa mềm,200
"Khoa Cử Việt Nam - Sinh Đồ Triều Lê, Thời Các Chúa Nguyễn Và Tây Sơn",Lịch Sử Việt Nam,Sách Lịch sử,Nguyễn Thúy Nga,VIETNAMBOOK,209.400 ₫,349.000 ₫,4.3,66,Công ty phát hành Vinabook JSC, 16 x 24 cm, Bìa mềm,684
Lịch Sử Việt Nam Bằng Tranh 16: Nước Đại Việt (Tái Bản),Lịch Sử Việt Nam,Sách Lịch sử,Trần Bạch Đằng (chủ biên),Tiki Trading,26.900 ₫,30.000 ₫,4.9,295,Công ty phát hành NXB Trẻ, 14.5 x 20.5 cm, Bìa mềm,100
Luận Về Các Phái Của Người Trung Hoa Và Đàng Ngoài,Lịch Sử Thế Giới,Sách Lịch sử,Đức Cha Adriano di St. Thecla,Tiki Trading,137.000 ₫,169.000 ₫,5,196,Công ty phát hành Omega Plus, 16 x 24 cm, Bìa mềm,496
Nông Thôn Việt Nam Trong Lịch Sử Tập II,Lịch Sử Việt Nam,Sách Lịch sử,"Viện Sử học, Viện Hàn Lâm Khoa Học Xã Hội Việt Nam",MaiHaBooks,194.250 ₫,259.000 ₫,4.7,24, Nhà Xuất Bản Khoa Học Xã Hội, 16 x 24 cm, Bìa mềm,644
Lịch Sử Việt Nam Bằng Tranh 10 - Họ Khúc Dựng Nền Tự Chủ (Tái Bản),Lịch Sử Việt Nam,Sách Lịch sử,nhieu tac gia,Tiki Trading,25.000 ₫,30.000 ₫,4.9,109,Công ty phát hành NXB Trẻ,14 x 20, Bìa mềm,94
Lược Khảo Văn Học III – Nghiên Cứu Và Phê Bình Văn Học,Lịch Sử Việt Nam,Sách Lịch sử,Nguyễn Văn Trung,Tiki Trading,75.500 ₫,95.000 ₫,4.8,205,Công ty phát hành NXB Tổng Hợp, 16 x 24 cm, Bìa mềm,252
Những Mảnh Sử Rời (Tái Bản),Lịch Sử Việt Nam,Sách Lịch sử,Phạm Hoàng Quân,Tiki Trading,108.000 ₫,120.000 ₫,5,58,Công ty phát hành NXB Tổng Hợp, 16 x 24 cm, Bìa mềm,384
Một Thức Nhận Về Văn Hóa Việt Nam ,Lịch Sử Việt Nam,Sách Lịch sử,Phan Ngọc,Alpha Books Official,159.900 ₫,195.000 ₫,1,12, Nhà Xuất Bản Thế Giới, 16 x 24 cm, Bìa mềm,542
Niên Biểu Các Đời Vua Việt Nam,Lịch Sử Việt Nam,Sách Lịch sử,Lê Thái Dũng,VIETNAMBOOK,59.400 ₫,99.000 ₫,5,107,Công ty phát hành Công Ty Cổ Phần Tri thức Văn Hóa Sách Việt Nam, 13 x 20.5 cm, Bìa mềm,304
Việt Nam Sử Lược (Tái Bản),Lịch Sử Việt Nam,Sách Lịch sử,Trần Trọng Kim,Nhà sách Fahasa,116.000 ₫,145.000 ₫,4.8,15, Nhà Xuất Bản Văn Học, 16x24 cm, Bìa mềm,700
Lịch Sử Việt Nam Từ Nguồn Gốc Đến Thế Kỷ XIX (Bìa Cứng),Lịch Sử Việt Nam,Sách Lịch sử,Đào Duy Anh,Nhà sách Fahasa,156.750 ₫,165.000 ₫,4.5,13,Công ty phát hành Nhà sách Minh Thắng, 16x24 cm, Bìa cứng,584
Lịch Sử Văn Minh Thế Giới - Phần III: Caesar và Christ (trọn bộ 3 tập),Lịch Sử Thế Giới,Sách Lịch sử,Will Durant,Balanced Scorecard Vietnam,528.750 ₫,705.000 ₫,5,9, Nhà Xuất Bản Khoa Học Xã Hội, 16x24 cm, Bìa cứng,1476
Lịch Sử Văn Minh Thế Giới - Phần XI - Văn Minh Thời Đại Napoléon - Tập 4 : Âu Lục Và Thời Đại Napoléon (Vol XI-B4 -The Challenged Kings: 1789–1815),Lịch Sử Thế Giới,Sách Lịch sử,"Ariel Durant, Will",Balanced Scorecard Vietnam,172.000 ₫,215.000 ₫,4.8,43, Nhà Xuất Bản Khoa Học Xã Hội, 14 x 22 cm, Bìa cứng,560
Hoàng Thị Thế - Con Gái Đề Thám Và Quân Bài Chính Trị Của Thực Dân Pháp,Lịch Sử Việt Nam,Sách Lịch sử,Claude Gendre,ETS Books,57.850 ₫,89.000 ₫,5,9, Nhà Xuất Bản Hà Nội, 14 x 20.5 cm, Bìa mềm,172
"Lịch Sử Văn Minh Thế Giới - Phần XI - Văn Minh Thời Đại Napoléon - Tập 2 : ""Triều Đại Napoléon"" (Vol XI - B2 - Napoleon Ascendant: 1799–1811)",Lịch Sử Thế Giới,Sách Lịch sử,"Ariel Durant, Will",Balanced Scorecard Vietnam,156.000 ₫,195.000 ₫,5,54, Nhà Xuất Bản Khoa Học Xã Hội, 14 x 22 cm, Bìa cứng,428
Logic Học – Dẫn Luận Ngắn,Lịch Sử Việt Nam,Sách Lịch sử,Graham Priest,Tiki Trading,52.000 ₫,65.000 ₫,4.4,287,Công ty phát hành NXB Tổng Hợp, 13 x 20.5 cm, Bìa mềm,204
Phong Trào Minh Tân - Ở Nam Kỳ Đầu Thế Kỷ XX,Lịch Sử Việt Nam,Sách Lịch sử,Phạm Phúc Vĩnh,Nhà sách Fahasa,94.050 ₫,99.000 ₫,5,37,Công ty phát hành Dtbooks, 15.5 x 23, Bìa mềm,200
Sổ Tay Sử Liệu Việt Nam,Lịch Sử Việt Nam,Sách Lịch sử,Trần Hồng Đức,VIETNAMBOOK,57.000 ₫,95.000 ₫,5,65,Công ty phát hành Công Ty Cổ Phần Tri thức Văn Hóa Sách Việt Nam," 13 x 20,5 cm", Bìa mềm,304
Bán Đảo Ả Rập - Tinh Thần Hồi Giáo Và Thảm Kịch Dầu Mỏ ( Nguyễn Hiến Lê ) tặng kèm bookmark,Lịch Sử Thế Giới,Sách Lịch sử,Nguyễn Hiến Lê,The King of Books,121.040 ₫,178.000 ₫,5,14, Nhà Xuất Bản Hồng Đức,13 x 20.5, Bìa mềm,500
Lời Non Nước,Lịch Sử Việt Nam,Sách Lịch sử,Đào Thản,Tiki Trading,55.900 ₫,70.000 ₫,4.7,29, NXB Trẻ, 13 x 20.5 cm, Bìa mềm,154
Lịch Sử Và Học Thuyết Của Voltaire,Lịch Sử Việt Nam,Sách Lịch sử,Nam Phong Tùng Thư,Nhà sách Fahasa,60.000 ₫,75.000 ₫,4.5,49, Nhà Xuất Bản Văn Hóa Văn Nghệ,20 x 13 cm, Bìa mềm,120
Khoa Cử Việt Nam - Hương Cống Triều Lê,Lịch Sử Việt Nam,Sách Lịch sử,Nguyễn Thúy Nga,VIETNAMBOOK,219.000 ₫,365.000 ₫,4.9,64,Công ty phát hành Vinabook JSC, 16 x 24 cm, Bìa mềm,716
Nữ Chiến Sĩ Trường Sơn Anh Hùng,Lịch Sử Việt Nam,Sách Lịch sử,Nhiều Tác Giả,VIETNAMBOOK,68.400 ₫,114.000 ₫,4,51,Công ty phát hành Vinabook JSC, 13.5 x 21 cm, Bìa mềm,392
Cuốn Sách Hay Nhất Lược Sử Nhật Bản Thế kỷ XX: Nhật Bản Qua Lăng Kính Người Việt,Lịch Sử Thế Giới,Sách Lịch sử,Nguyễn Mạnh Sơn,Alpha Books Official,153.430 ₫,229.000 ₫,5,5, Nhà Xuất Bản Lao Động,16 x 24 cm, Bìa mềm,580
